Pertinence	Question	Reponse
OUI	Bonjour je souhaiterais réaliser des gardes corps en métal pour une terrasse. petit problème, je n'ai aucune notion de soudure . mais les gardes corps du commerce sont justes hors de prix. J'habite sur Lyon. Est-ce que quelqu'un pourrait me conseiller, m'indiquer où apprendre à souder voire m'apprendre lui même (en échange d'un autre service pourquoi pas?). Je suis bricoleur, j'ai rénové une maison et je commence à savoir faire deux trois choses... Mais la soudure par contre... je suis motivé. autant par nécessité que par curiosité en fait. voilà. l'appel est lancé. Merci à vous.	Bonjour je souhaiterais réaliser des gardes corps en métal pour une terrasse. petit problème, je n'ai aucune notion de soudure . mais les gardes corps du commerce sont justes hors de prix. J'habite sur Lyon. Est-ce que quelqu'un pourrait me conseiller, m'indiquer où apprendre à souder voire m'apprendre lui même (en échange d'un autre service pourquoi pas?). Je suis bricoleur, j'ai rénové une maison et je commence à savoir faire deux trois choses... Mais la soudure par contre... je suis motivé. autant par nécessité que par curiosité en fait. voilà. l'appel est lancé. Merci à vous. plus je pédale moins vite et moins j'avance plus vite 1
OUI	Bonjour, Je suis en train d'acquérir un bien qui nécessite une rénovation complète. Je compte effectuer par moi l' isolation + tirer les câbles électriques (avec vérification d'un ami électricien par la suite) + plomberie (vérification d'un plombier par la suite). Je me suis fait une liste des outils à acheter que vous pouvez retrouver ici : Perceuse / Visseuse Scie sabre scie sauteuse Meuleuse (sur secteur) Perforateur (sur secteur) Malaxeur Laser Aspirateur (sur secteur) scie crocodile Je pensais m'orienter vers la marque Makita qui me semble pas mal du tout. Qu'en pensez-vous ? Ai-je oublié quelque chose ? Je pensais également prendre le Malaxeur de chez Einhell. Il y va de soit que je compte également me procurer le matériel qui va avec (mèches, foret, douilles...). Cordialement	La meuleuse est un outil dangereux, utile mais dangereux Dix sept points de suture sur la main gauche, j ai eu de la chance. Les disques ont une date sur l anneau central. Ils se degradent avec le temps et deviennent cassants. J ai eu du bol une fois, un vieux disque dans une boite de rangement, il a eclaté, je n ai rien pris, la protection sur la machine a bien fait son taf, mais un eclat a traverser le placo..... Depuis je me mefie, et surtout il faut changer les disques frequemment. Un disque usé perd en diametre et chauffe donc considerablement plus Des cisailles pour le placo c est bien plus sur a utiliser Scie sauteuse sur batterie tres bien. Cet outil ne fait rien dans un atelier, il sert un peu en dernier recours sur chantier Effectivement, pour une coupe pas trop deguelasse, on coupe en dessous, ou au moins, on decoupe la piece a l envers et de preference on met un scotch resistant sur le trace de coupe pour limiter les eclats. Mais ca reste mediocre Un outil multitool pas cher, ca sert peu, mais ca peut sauver une situation compliquée ou l acces est delicat. Un premier prix ira tres bien, c est un usage tres occassionel, mais ca peut sauver d une galere Aspirateur, un engin qui a un filtre de decolmatage c est utile quand on va poncer par exemple. Le fait que cette machine ait une prise asservie est tres pratique. pour la menuiserie j ai une midi de Festool, tres bien, mais tres cher. J ai aussi un machin Leroy Merlin pour le reste, c est bruyant, les filtres sont peu efficaces, mais ca suffit pour nettoyer un chantier Sinon, tu vas acheter pas mal de matos et te lancer dans un gros chantier. ATTENTION a la securite. On peut se blesser salement tres vite. Des chaussures costaud, a semelle tres epaisses et qui tiennent bien la cheville sont indispensables. Les gants sont utiles des que l on manipule des fourrures de placo je pense. Les lunettes de protection indispensables quand on meule, probleme, elles se salissent tres vite et du coup, on ne les met pas. Mais ca reste vraiment necessaire Attention en particulier aux escabeaux ou beaucoup utilisent un machin domestique en alu. Pas une bonne idee. J utilise un escabeau en acier, avec des marches larges. Ca pese un ane, mais les ecabeaux domestiques sont souvent tres limités en poids acceptable, genre 120 kilo, voir moins pour certains. Donc attention a ce point 3
OUI	Bonjour, Je dois couper des tiges filetées pour notre faux plafond. Le problème cest que je dois en faire A peu près 700. Jai testé à la disqueuse mais ça prend beaucoup de temps car il faut faire pas mal de manipulations notamment pour ébarber. Avez-vous des techniques ou des outils pour cela ? Merci	Bonsoir les coupeurs de tiges, Ici j'ai fait des fagots d'une vingtaine de tiges solidement fixés avec du scotch renforcé. On trace et en un coup de disqueuse (1 minute) on a deja 20 longueurs... Un rapide coup de disqueuse a 45 degrés (tige qu'on fait rouler a plat de la main gauche, en appuyant doucement a 45° la disqueuse de la main droite. Hyper rapide. Ca c'était avant. Après j'ai acheté le coupe rail et fourrures edma dont quelqu'un parle plus haut, avec le coupe tige fileté intégré. Avec la butée ca prend 5 secondes par longueur c'est franchement top et sans bavure. Ca c'était avant d'avoir fini. Maintenant que j'ai fini, la prochaine fois je prendrais des suspentes sequables pour ne pas me faire c... Suer 3 1
OUI	"Salut salut Je voulais remplacer ma baignoire qui est d'origine dans ma nouvelle maison. Mais HO surprise lors du retrait du tablier. La baignoire est carrément ""encrée"" dans le placo ! En fait la largeur de ma salle de bain fais 160cm mais la baignoire en fais 170, ils on donc creusé le placo pour la fixer dedans et la le soucis c'est que je me demande comment je vais la sortir de la ! Auriez vous une idée ? désolé pour les photos mais si vous en voulais d'autres je peu. Si jamais je ne peut rien faire bha tempis je la repeint mais c'est pas le but au final. Merci"	Avec ce type : Mon récit : http://pax24.forumconstruire.com 3 1
OUI	Bonjour à tous ! Nous sommes installés dans notre nouvelle demeure depuis juin et pouvons enfin ranger la voiture dans le garage. Et comme je m'y attendais : c'est très ch***t de devoir se coltiner l'ouverture / fermeture de la porte à la main. Nous allons donc motoriser cette dernière avec un moteur SOMFY (on a déjà les volets roulants ainsi que l'alarme de cette marque, donc tant qu'à faire...) Pour info : notre porte est une porte europro basculante débordante avec des rails horizontaux au plafond. J'ai vu que lors de l'installation, il fallait supprimer les bras mécanique de verrouillage de la porte (exemple ci-dessous piqué sur le net : la barre à droite) Supprimer ces barres est logique : si on ne les enlève pas : le moteur risque de ne pas aimer... Le problème étant qu'un de mes voisins a fait installer par le constructeur une motorisation sur sa porte et au final, une fois la porte fermée, il est possible de la soulever d'environ 20 cm... Cela est du au fait que le verrouillage n'est qu'un blocage moteur en haut de la porte, mais ça ne me parait pas du tout sécurisé (à lui non plus d'ailleurs...) Mes questions sont donc la suivante : Est-ce que toutes les motorisations de porte basculantes auront ce problème ? Est-ce que quelqu'un qui possède une motorisation GDK 3000 pourrait me donner son retour sur cette motorisation et si le problème est présent avec cette motorisation ? Merci pour votre aide !!! @+	Bonsoir Il faut installer un verrouilleur de bas de porte comme ceci . http://www.somfy.fr/accueil/ [...] -garage.cfm 1
OUI	Bonjour, J'aurais besoin de quelques conseils. Je veux réaliser une sphère ( diamètre 60 cm) en béton que je vais couler dans un moule  en plâtre si cela est possible. Mon idée : je réalise un moule en plâtre  sans doute en deux parties pour couler une sphère. Dans le moule à réaliser la sphère est un ballon de gymnastique que je place à l'intérieur d'une caisse en bois. Je peux faire le coulage en une seule fois car j'ai la possibilité de laisser un passage cylindrique d'un diamètre de 150 à 200 qui me permettra de couler la sphère en béton mais aussi de retirer le ballon une fois le moule fini. En coulant en une seule partie, le moule est  bien sûr perdu. En deux parties cela me semble possible mais j'avoue que je ne sais rien de la solidité du moule et donc de la possibilité de le réutiliser. Mes questions : le coulage du plâtre va me poser des difficultés car je dois attendre un peu que le plâtre prenne pour éviter au ballon de remonter ( poussée d'Archimède ) c'est pour cette raison que je ne pense pas possible de  faire le moule en béton. Une fois le moule réalisé, pour retirer le ballon de gymnastique, il faudra sans doute que je mette sur la surface du ballon un produit pour qu'il se décolle facilement du plâtre ? J'aurai d'autres questions. Mais il me faudra sans doute donner des précisions aux explications que je viens fournir. Cordialement.	Et une deuxieme de couler et de demouler, resultat  super comme la premiere, on peux donc les faire a la chaine sans soucis. . Tous mes amis qui passent a la maison en veulent. 3 2
OUI	Salut, avez vous des trucs et astuces pour assembler des tasseaux entre-eux? j'ignore pourquoi, mais les miens ne se tiennent pas	Bonsoir, Désolé, mais la question est incompréhensible  et déjà postée dans un autre sujet. Citation: Je voudrais visser es tasseaux bout à bouts, je n'ai qu'une perceuse pour faire des étageres, et si possible flottantes Fixer des tasseaux bout à bout ????? étagères flottantes , Kesako ??? Un problème bien posé et déjà à moitié résolu. 2
NON	Bonsoir, Après avoir découvert et parcouru ce site et le forum je tenais tout d'abord à féliciter les personnes le faisant vivre;   qui ne manque pas d'imagination et d'idées intéressantes ! Étudiant en L3 Ingénierie Économique à Grenoble, je mène dans le cadre d'un cours d'entrepreneuriat le projet de création d'un atelier de bricolage. J'ai pour cela mis en place un questionnaire pour connaître au mieux les attentes de futurs clients potentiels. Donc si vous avez 2 minutes ce serait super d'y jeter un il ! Bonne semaine à vous, http://goo.gl/forms/liAw5d7QHQ	"&regarde sur le boncoin et chope à pas cher une carrelette ""SIGMA"" de loin et même de très loin supérieur à Rubi rubi c'est pour les bricoleurs expérimentés on va dire, le pro même pas il la regarde. sigma épicétou (comme c'est pas connu, y'a de méchantes affaires sur le coincoin, c'est pour ça que j'en parle) 1"
NON	"Bonjour, J'ai besoin d'une perceuse pour différents travaux ""ordinaires"" (bois, placo pour montage d'étagères, perçages dans la brique ), mais qui soit suffisamment puissante pour du béton car je pense poser ma terrasse bois moi-même. Du coup, je partirais plus sur un perfo. J'hésite entre : 1) Le BOSCH PBH 3000-2 fre 2) La makita SDS HR2310TSPI (en promo en kit complet chez Leroy Merlin) Un des points sur lequel j'hésite le plus, c'est la vitesse. La BOSCH, c'est une 2 vitesses, 1500/3000 t/m, la Makita, c'est 1200 t/m. A quoi sert la vitesse  ? Ou pour poser la question autrement, que se passe-t-il si je perce plus lentement qu'à la vitesse ""recommandée"" ? C'est juste plus lent, non ? Et en substance, vous me recommanderiez laquelle ? (ou autre ? Mon budget est dans les 200%u20AC). Merci d'avance !"	"Salut, C'est à dire, ""dans du plâtre"", il tient sur quoi, ce plâtre, car c'est dans le support que vous devez fixer, pas dans le plâtre lui même ! Débrouille toi pour que ces pierres n'arrivent jamais au chantier. Pas d'pierre, pas d'construction. Pas d'construction, pas d'palais. Pas d'palais... pas d'palais. Astérix Et Obélix : Mission Cléopâtre 1"
NON	Bonjour. Mes vacances au ski étant annulées, je vais pouvoir consacrer ma semaine de congés à mon chantier. Mais quand est-il des fournisseurs de matériaux ? J'ai bien compris que seuls les magasins de première nécessité seraient ouverts, mais pour ce qui est des fournisseurs de matériel pour l'industrie et le BTP, est-ce qu'ils vont fermer aussi ?, mettant au chômage tous les travailleurs ? Est-ce qu'ils sont considérés comme des commerces, ou pas ? BigMat, PointP, Richardson, Rexel, Prolians,... J'imagine que les GSB seront concernées par contre.	Un serrurier devrait pouvoir vous aider ( les vrais qui travaillent le métal, pas ceux qui vous ouvrent une serrure en échange d' un bras). Ceci dit mon ptit doigt me dit que votre sujet va intéresser plus d'un bricoleur ... Et certains risquent de vous proposer gracieusement leurs services en échange d'une démo 12 1
NON	Bonjour, Je possède une vieille ferme en pierre du pays qui a été rénovée (je n'ai pas effectué moi-même la rénovation). A premier étage, c'est toujours le vieux plancher mais en bon état. Tous les ans, dès que les beaux jours reviennent (fin mars, début avril), on sent une odeur de plantes dans certaines pièces. Honnêtement, ça ressemble un peu au cannabis... Inutile de préciser que non, on a pas de plantation Impossible de savoir si ça vient du toit ou du plancher. Dans ces pièces, on a pas accès au toit sans casser le plaffonnage. Au bout d'un mois ou deux, l'odeur disparait totalement jusqu'à l'année suivante. On dirait une floraison... Aucune trace d'humidité, au contraire, les pièces sont fort sèches. Les murs et le sol sont en parfait état. Avez-vous déjà rencontré ce problème ? Doit-on plutôt arracher le plancher ou les tuiles du toit pour trouver la cause ? Est-ce toxique ? On a des souris de temps en temps, mais ça ne pue pas la charogne, ça sent vraiment le végétal. Mais pas pourri. Merci d'avance pour vos conseils.	Bonsoir porter du bois ??? donc tu seras tout le temps en surcharge donc n'hesite pas te faut une double essieux freiné meme si tu la paye un poil plus cher au moins tu seras en securite certe legalement en surcharge tout ceux qui transporte du bois ou des pondereux  sable gravier ciment voir briques tuiles ont ete en surcharge au moins une fois A+ Linux ? Y a moins bien mais c'est plus cher ! 1
